model,explainer,idsds
x_vgg16,Dummy-Gaussian-64,0.07574300720765335
x_vgg16,Dummy-Gaussian-80,0.06889169712089861
x_vgg16,Dummy-Gaussian-96,0.0727846290393344
x_vgg16,Dummy-Gaussian-128,0.08069487455669791
x_vgg16,Dummy-Gaussian-160,0.06533319548261222
x_vgg16,Dummy-Gaussian-256,0.06145199593231911
x_vgg16,Dummy-Entropy-3,0.10700738434825086
x_vgg16,Dummy-Entropy-5,0.10720821552313267
x_vgg16,Dummy-Entropy-7,0.10794187448679077
x_vgg16,Dummy-Entropy-9,0.10842652214715054
x_vgg16,Dummy-Entropy-13,0.10905831125154397
x_vgg16,Dummy-Entropy-17,0.10987213026292472
x_vgg16,Dummy-Entropy-31,0.11265004234672446
x_vgg16,Dummy-Random,-0.0017780028048355813
x_vgg16,Dummy-Random-Squared,-0.0017780028048355813
x_vgg16,Dummy-Random-Plus-One,-0.0017794437584526443
resnet18,Edge-Sobel,0.06730789425674552
resnet18,Edge-Gradient,0.06696443855627644
resnet18,Edge-Canny,0.038822053893714265
resnet18,Edge-Marr-Hildreth,0.012134574192545159
resnet18,Frequency-low,-0.024732697169872572
resnet18,Frequency-band,0.0020654784338252786
resnet18,Frequency-high,-0.001261644716759271
resnet50,Edge-Sobel,0.03988771657412436
resnet50,Edge-Gradient,0.03947846788533007
resnet50,Edge-Canny,0.00978243155350463
resnet50,Edge-Marr-Hildreth,0.007309439477695374
resnet50,Frequency-low,-0.017232152342063423
resnet50,Frequency-band,-0.004396812397562322
resnet50,Frequency-high,-0.006066572046407799
resnet101,Edge-Sobel,0.02333960625455531
resnet101,Edge-Gradient,0.023647873692106136
resnet101,Edge-Canny,-0.0018584301932698414
resnet101,Edge-Marr-Hildreth,0.00963443463445718
resnet101,Frequency-low,-0.009661760998646537
resnet101,Frequency-band,-0.0032270853177452374
resnet101,Frequency-high,-0.0038450524355186535
resnet152,Edge-Sobel,0.022653566058509975
resnet152,Edge-Gradient,0.02318932061231138
resnet152,Edge-Canny,-0.009541702108313423
resnet152,Edge-Marr-Hildreth,0.005231034895577221
resnet152,Frequency-low,-0.011994254596170229
resnet152,Frequency-band,-0.0012470664438985028
resnet152,Frequency-high,-0.0034431421305131725
wide_resnet50_2,Edge-Sobel,0.03234756993069261
wide_resnet50_2,Edge-Gradient,0.03242135499344345
wide_resnet50_2,Edge-Canny,0.0052253187231314545
wide_resnet50_2,Edge-Marr-Hildreth,0.004064133897042024
wide_resnet50_2,Frequency-low,-0.015477809239683001
wide_resnet50_2,Frequency-band,-0.005622509019017235
wide_resnet50_2,Frequency-high,-0.0067841633644571235
fixup_resnet50,Edge-Sobel,0.07215766988027868
fixup_resnet50,Edge-Gradient,0.07050290135903643
fixup_resnet50,Edge-Canny,0.022387689231260423
fixup_resnet50,Edge-Marr-Hildreth,-0.0055237793658475315
fixup_resnet50,Frequency-low,-0.015727801862447436
fixup_resnet50,Frequency-band,0.0016056936420705329
fixup_resnet50,Frequency-high,0.004910818519234887
vgg11,Edge-Sobel,0.15750453070113118
vgg11,Edge-Gradient,0.1546276784161193
vgg11,Edge-Canny,0.08101857234778134
vgg11,Edge-Marr-Hildreth,0.008473691160965179
vgg11,Frequency-low,-0.03213561932119155
vgg11,Frequency-band,0.00017971591824912208
vgg11,Frequency-high,-0.002780032076985037
vgg13,Edge-Sobel,0.1473946030157057
vgg13,Edge-Gradient,0.14567122955850978
vgg13,Edge-Canny,0.07572638992300688
vgg13,Edge-Marr-Hildreth,0.013703344179261983
vgg13,Frequency-low,-0.036484132040451846
vgg13,Frequency-band,-0.00779939700914567
vgg13,Frequency-high,-0.0073768405319567356
vgg16,Edge-Sobel,0.13802311428033268
vgg16,Edge-Gradient,0.13696316047221146
vgg16,Edge-Canny,0.06907617088820452
vgg16,Edge-Marr-Hildreth,0.02348885099528533
vgg16,Frequency-low,-0.03823422168060635
vgg16,Frequency-band,-0.012030066515594563
vgg16,Frequency-high,-0.013494032076117893
vgg19,Edge-Sobel,0.1253165938546523
vgg19,Edge-Gradient,0.12399466356667478
vgg19,Edge-Canny,0.06353861549111206
vgg19,Edge-Marr-Hildreth,0.011230494521157644
vgg19,Frequency-low,-0.03054608246127564
vgg19,Frequency-band,-0.006797504464754333
vgg19,Frequency-high,-0.005348886909074964
vgg16_bn,Edge-Sobel,0.09724368890047544
vgg16_bn,Edge-Gradient,0.09603858802325878
vgg16_bn,Edge-Canny,0.04666421262620714
vgg16_bn,Edge-Marr-Hildreth,0.01992244974673229
vgg16_bn,Frequency-low,-0.03428909760966165
vgg16_bn,Frequency-band,-0.009532674511957207
vgg16_bn,Frequency-high,-0.009353911273192702
x_resnet50,Edge-Sobel,0.10379100729400441
x_resnet50,Edge-Gradient,0.10084947773416685
x_resnet50,Edge-Canny,0.05982213325020144
x_resnet50,Edge-Marr-Hildreth,-0.005333297832518791
x_resnet50,Frequency-low,-0.013701594933671549
x_resnet50,Frequency-band,0.008229226963349748
x_resnet50,Frequency-high,0.00901462312413723
x_vgg16,Edge-Sobel,0.14250460133039852
x_vgg16,Edge-Gradient,0.14014228108581825
x_vgg16,Edge-Canny,0.06931399514280295
x_vgg16,Edge-Marr-Hildreth,0.00625931025474597
x_vgg16,Frequency-low,-0.02578310352128368
x_vgg16,Frequency-band,0.001969649223062458
x_vgg16,Frequency-high,0.001514787735573793
resnet18,IG-raw,0.27957145641840664
resnet18,IG-abs,0.14465445112533937
resnet18,IG-U-raw,0.35458832526127965
resnet18,IG-U-abs,0.155783389062992
resnet18,IG-SG-raw,0.10385659234379437
resnet18,IG-SG-abs,0.12337946649472933
resnet18,IG-SG-SQ-abs,0.12776011755709166
resnet50,IG-raw,0.1971555382285469
resnet50,IG-abs,0.1086495928985921
resnet50,IG-U-raw,0.2575572416068139
resnet50,IG-U-abs,0.12422890644914604
resnet50,IG-SG-raw,0.05255806630579834
resnet50,IG-SG-abs,0.07361263138954276
resnet50,IG-SG-SQ-abs,0.07712359988604142
resnet101,IG-raw,0.16650453988417324
resnet101,IG-abs,0.09209830687287446
resnet101,IG-U-raw,0.21894039472428095
resnet101,IG-U-abs,0.09370720361525559
resnet101,IG-SG-raw,0.03238554185543246
resnet101,IG-SG-abs,0.045771120786029844
resnet101,IG-SG-SQ-abs,0.04359542043745286
resnet152,IG-raw,0.15269866952188185
resnet152,IG-abs,0.06822549063850307
resnet152,IG-U-raw,0.19774636619062594
resnet152,IG-U-abs,0.07836446542798585
resnet152,IG-SG-raw,0.026998375166120192
resnet152,IG-SG-abs,0.04329413861291532
resnet152,IG-SG-SQ-abs,0.04411845914740297
wide_resnet50_2,IG-raw,0.18087897917260154
wide_resnet50_2,IG-abs,0.09838134081060422
wide_resnet50_2,IG-U-raw,0.22952722256376404
wide_resnet50_2,IG-U-abs,0.10661633503771098
wide_resnet50_2,IG-SG-raw,0.04622962618644181
wide_resnet50_2,IG-SG-abs,0.057153888830576934
wide_resnet50_2,IG-SG-SQ-abs,0.05777541197462925
fixup_resnet50,IG-raw,0.3038475956275967
fixup_resnet50,IG-abs,0.18769174251398207
fixup_resnet50,IG-U-raw,0.33941986175046146
fixup_resnet50,IG-U-abs,0.21156902730503377
fixup_resnet50,IG-SG-raw,0.1267854733022447
fixup_resnet50,IG-SG-abs,0.2015444362807577
fixup_resnet50,IG-SG-SQ-abs,0.20509963863189892
vgg11,IG-raw,0.4452122475296517
vgg11,IG-abs,0.30651212307507675
vgg11,IG-U-raw,0.5188008876759983
vgg11,IG-U-abs,0.3332331199112317
vgg11,IG-SG-raw,0.10466704652801725
vgg11,IG-SG-abs,0.25010346223628377
vgg11,IG-SG-SQ-abs,0.2560802806975452
vgg13,IG-raw,0.41415933184387665
vgg13,IG-abs,0.2886011605763895
vgg13,IG-U-raw,0.5195910992487751
vgg13,IG-U-abs,0.31659894138639333
vgg13,IG-SG-raw,0.1279070639216686
vgg13,IG-SG-abs,0.2542314555187352
vgg13,IG-SG-SQ-abs,0.2593340930560342
vgg16,IG-raw,0.3841965182708317
vgg16,IG-abs,0.26865244185872167
vgg16,IG-U-raw,0.4715403877584681
vgg16,IG-U-abs,0.29201466464740405
vgg16,IG-SG-raw,0.12088287774962167
vgg16,IG-SG-abs,0.2337294387548543
vgg16,IG-SG-SQ-abs,0.23768649442953313
vgg19,IG-raw,0.357820395555622
vgg19,IG-abs,0.25563944160381447
vgg19,IG-U-raw,0.44194943845496365
vgg19,IG-U-abs,0.2859261369600095
vgg19,IG-SG-raw,0.11281657195123784
vgg19,IG-SG-abs,0.21693181988574217
vgg19,IG-SG-SQ-abs,0.22116402513082695
vgg16_bn,IG-raw,0.3157345069049795
vgg16_bn,IG-abs,0.24150709990853328
vgg16_bn,IG-U-raw,0.4178082499887529
vgg16_bn,IG-U-abs,0.26388643145252
vgg16_bn,IG-SG-raw,0.08951583169014915
vgg16_bn,IG-SG-abs,0.18982553048300282
vgg16_bn,IG-SG-SQ-abs,0.19397376196187582
x_resnet50,IG-raw,0.24399394221109214
x_resnet50,IG-abs,0.15754299680616565
x_resnet50,IG-U-raw,0.3800767719782282
x_resnet50,IG-U-abs,0.22159361832930996
x_resnet50,IG-SG-raw,0.1207816646923872
x_resnet50,IG-SG-abs,0.2096587245655336
x_resnet50,IG-SG-SQ-abs,0.2177527702388632
x_vgg16,IG-raw,0.33013000254907027
x_vgg16,IG-abs,0.23795414673644144
x_vgg16,IG-U-raw,0.5030251458217767
x_vgg16,IG-U-abs,0.3130872231635454
x_vgg16,IG-SG-raw,0.12483618479255076
x_vgg16,IG-SG-abs,0.2598708971225496
x_vgg16,IG-SG-SQ-abs,0.2678322412319506
